comment_text,toxic
that sounds reasonable.,0
""" capitalization of """"king"""" there is no consistency with regard to when """"king"""" is, or is not, capitalized. it seems to me that, without exception, """"king"""" should be capitalized every single time in an article about a king.   """,0
thanks again for your quick re-review!,0
the evidence is everywhere isotope. co-creation of fake holidays. interchangeable presidents. is your paycheck blocking your ability to see these things?,0
"i know, the truth hurts. -",0
"""you're welcome. ) f1 """,0
dispute resolution i left you a comment and we can continue the discussion here: .note: i'm no longer watching your page so if you reply here i will not be able to see it.,0
"whalley range why don't you add the info yourself ?  either to the education section, or anywhere you think the more general info might fit - as longa s it's sourced and fits the wp rules, you're more than welcome.  don't wait for others, diy !  86.12.129.2",0
definition 1: sheldon the aids smoking ninja rapist,1
"year old editor who probably sh.ts his pants. what's his name again? oh yeah, it's super hamster. oh my god, super hamsterbold text''' is gonna save the f**in world! gimme a break, stupid wikipedians, go get a life and f**k yourself! willy on wheels baby!!!!!!'''",1
further discussion at user_talk:dream_focus#wikipedia:articles_for_deletion.2fgargoyle_router_firmware,0
lostpedia further reading you seem to have protected the page at the point where,0
"non-scientific i guess this article breaks just about every rule there ever was about scientific method proving empirically that the study of biological systems is what's evolutionary, and that the self-appointed experts are just at the beginning of the rationality / knowledge curve and not at the conclusion, as they often make believe.  this is really sad.  it's sad because with the kind of dogma, unsupported by facts, that this article contains, there are two steps backwards for every step forward.  evolutionary biologists really need to clean up their act and get serious. there is no credibility here compared to other hard sciences.  they should take a note from physicists and chemists and really do more to prove their work, instead of just transfixing themselves on convenient hypothesis and staking unsupportable claims.",0
"jasveer jatia jasveer jatia, an inspiration to all..... he was interseted in web since he was 14 years. at the age of 16 he created his own website free with his own html, php & javascript codes. his aim is to become a web engineer & developer and also at the same time a software/game engineer",0
articles by quality statistics}}{{wikipedia:version 1.0 editorial team/university of pittsburgh,0
just stoppin by to say hi to all my buddies 134.208.33.104,0
"neil, as per your advice, i responded to all the charges in detail, and the result is i am blocked for a week ? can you comment on this ?",0
"infernoxv, you haven't told us what food you like. have you actually been to china and eaten the regional food and discovered how they are prepared? if you have, then how many times have been there? do you know how to cook? eating frequently in restaurants, do you mean once a day, once a week, once a month or once a year? what do you call 'cantonese' food, or northern food or southern food? come on infernoxv, no porky pie please.",0
thanks for the info.,0
"fram, please explain to me why you allow moiramoira to edit a dialogue in such a way (removing the opposition) that it will be interpreted 180 degrees differently.  (talk, )",0
"originalresearch template there is no respected source which suggests that male pregnancy is either possible, or likely.  comments to that effect in this article are nonsense and uncited.",0
"january 2007 (utc)
g, i would be remiss visiting your talkpage without paying some words to our noble host. i hope you may find something here to your liking. cheers & ciao 22:13, 15",0
"""== october 2013 ==
""",0
""" help on template?? thanks  (talk) """,0
do you want improve you english? if yes go to site here: www.xpert-inglish.co.uk,0
i just did bby xoxo wolfgang,0
redirect talk:uppland regiment (signals),0
"spot lighten up, the article is improving with the desired structure.  as for genuine fractals 5 how can you possibly object to me adding product review references?  the product is notable and a well recognized photoshop plugin, its deserves a wikipedia article.",0
"mind. regards, — (talk)  hartkirchen and prambachkirchen please take a look at",0
"""prof kils, the evidence in the sockpuppet investigation was quite conclusive, so protesting against it is not going to be productive. even without the confirmation that every one of those accounts was operated from the same computer, the behavioural evidence and language usage was compelling. accept the findings and move on. you are not currently blocked and there is no autoblock, so you should be able to continue to edit articles, bearing in mind the restrictions on your editing.  if you want to show notability, then present secondary sources. &windows; """,0
""")trumpet, i certainly will let someone whose posts mainly consist of inaccuracies, insults, ignoring/misrepresenting others views and """"zombies"""" tell me how i should refert to this fringe group.
i don't care whether you are a jmer, but the rest of your comment reveals that you have no idea about the historical craft. 
since you have been explained about docetism, there's no use in repeating why it and the jesusmyth claim are different. you will not listen.  (smile back) 20:27, 21 march 2006 (utc""",1
"thank you for the help, submission made, feel free to read my reasoning and to state an opinon (if you feel like it) - talk - acre,israel",0
"got icq, aim or msn? 
if so, and if you would like to be contacted (in order to have easier communication when updating the leagues), send me an e-mail via my user page with your contact data.  -) cheers,",0
"thanks, but no thanks. i don't have time like some people who spend all their free time on here. i would rather spend my free time to volunteer in real life instead of wasting it on this useless web site full of errors and communist propagandas.",1
"are you editing for pay? hi there smileverse. i'm a volunteer on conflict of interest related subjects and came across your contributions in relation to another editor. i have a simple question:  are you paid for the things you write about on wikipedia? if the answer is yes, it's not the end of the world, but there are some things you will have to do to continue editing here. thanks.",0
"the outcome is exactly the same. the fact that the charges are set for dismissal suggests at least that the charges do not warrant 12 references in a single article, unless you're out to damage the person who is the topic of the article.",0
both our quotations seem to contain the opinions of wikipedia editors. that's a problem.,0
"""
yes, that is what i intend to do; i've done it for a few articles in the past. i'll bring it by for your review before moving it to mainspace. cobra """,0
"errors
i feel that a number of the so-called errors are not actual errors, more that someone has thought that an error is something they feel is implicitly said. because many of the claims such as that populous is the first god-game is not really explicitly stated, i don't really feel that's what the programme is really saying...any thoughts?",0
thank you! it continues to be vandalised and edited from unknown people..please allow me to stay and finish the article..i will be properly sourcing it with references etc.,0
why grotus was a band? it should be grotus were a band. 87.36.25.39,0
"jordan partridgea young inspiring musician, once a resident of mesa arizona, now lives in utah",0
"there was never a debate in the church about the deity of jesus except by a handful of misguided cultists. the first verse in john's gospel answers any question of the so-called debate. in the beginning was the word and the word was god. even a rock can understand that john is saying the logos (the word) was god. who is the logos - jesus the logos become flesh. if that isn't enough then just look at hebrews 1:8 but about the son he (god) says, your throne o god in other words god himself calls the son, jesus god. case closed end of debate. now for the 4 gospels. there were always 4 and only 4 gospels. matthew (lion), mark (lamb), luke (man) & john (eagle) based on the four faces of the cherubim before god (ezek 1:4-14). so simple yet so hard when some chose to read dan brown & history chanel fiction as if it were fact.69.14.96.9",0
well... it's a error from cluebot ) dumbed bot >,0
its not my interpretation. that episode is themed after the manga which is shown there as well. 72.185.61.209,0
linkjs >> valentine's day 'a threat to muslim values' (  ).,0
"well, here's the [that was formed two years ago] that was argued a long time ago and stated that putting bottom 2 is a meaning of saved last. there is also a place in that discussion where markmc says that even if it is not the bottom 2, it is the bottom 2 the show wants viewers to believe. 76.107.17.32",0
"""
is it worthwhile keeping the old images on display in the article as well as the new images ?   ☏ 00:39, 28 jun 2012 (utc)""",0
"sarujo sarujo just listen, mad is on season 2. the magazine confirmed it. do you have the issue? it clearly states mad is on season 2. they had a fold-in about season 2.",0
you suck it big time you suck it big time,1
""" meat from dogs or canids? """"canines"""" is ambiguous.  and the link did not help resolve it.  does it mean meat from only dogs, or wolves and foxes and such as well?  because """"canine"""" is a common synonym not only for dog, but also for canid.  so maybe the first sentence could still use some work, but i don't think """"dog meat refers to meat from canines"""" is the answer.   """,0
"wang is considered a minicomputer vendor. none of their machines was known as a mainframe. i'm considering changing the section header to reflect that.  17:35, aug 8, 2004 (utc)",0
"""remember, that as mere (it's maybybe truth or not, so hayha was highest kill or not). we can't confirm that, and i think """"one of the highest"""" is exactly than """"highest""""  """,0
update this article is over two years outdated and should be updated.,0
"""ah, as you can see on the site, i sais """"still in work"""" , by the way the flag is on vexila mundi's site, its an enough prove.and why did you removed the other macedonian simbols ffrom the macedonian artices?>>>funkyfly-:-) """,0
who wants to report him for 3rr?,0
"what can you say me else? templates usually are not funny, but this case is...:) continue to make me had fun.;) 91.145.248.224",0
"""::  //jainismus.hubpages.com/hub/the-khatri-community-of-india article written by one of the known indian journalist. about the author (//jainismus.hubpages.com/) this article further attest to what i was saying. and have some patience, when i have said i wil give you reference by next week, is it necessary to showcase your talents?? also, can you show me one reference which says that they belong to any other caste??? if not then better dont get engaged in argument. """"achievement of few individuals""""- dear [sitush], i am confused with this statement. can you name one community which has that many (as per you,few) magnificent people. it is not puffery, it is just highlighting the prominent personalities of khatri community, as done by all, indian and foreign tribes. so you better be cautious in using this word, """"puffery"""" in this context. and let me ask you, why not a single concluded argument has been applied, you have time to reply and write all of this, but have no time to omit what has been concluded as irrelevant. and if you have 2000 articles to handle, better give responsibility to some other person who can fix it in time. [satya301]   """,0
i'm told the hg/ss section can't have any images. - talk • contribs,0
", 3 may 2014 (utc) no, you show me where it is true. you're the one making the claim. and funnily enough, you were the first person to even mention it, even though by that stage a few people had seen it, and presumably understood the intention was to appeal the decision. can you explain their apparent failure to realise there is no appeal process, given that most, if not all of them, seem to be experts in the whole area?   20:58",0
"""and yes, people should recognize that but they usually don't. one of the first objections you hear directed at someone who says he favors free markets is invariably """"there's no such thing as a free market."""" ridiculously trivial. """,0
"list of cults afd i voted delete, but then i viewed some of the earlier versions. i posted a note in the beginning of the afd with a link to a previous version that was more reasonable. if you see it fit, could you change that url or post a comment below it to a version in the history of the article that you consider most encyclopedic?? this would be very useful. (if you change my comment, please state in the edit summary that i asked you to do it). i might change my vote on this one ...",0
"i'm not disagreeing with you that the group exists, thats obvious.  we need an authoritative source to list them as terrorists, though, not any .com operation.",0
what do you mean the farley mowat is not part of the fleet? 4.246.202.172,0
"""that is not true, some people said that because my fake spoilers... but actually the two """"graphic"""" scenes i invented become true: toph was wounded by fire and the enemy (in this case was combustion man, not azula as i said) fell to the abyss...  """,0
"""""""and as long as some people like to pretend that our carrying out of policies against posting private emails on the wiki is an attempt 'to suppress discussion' then we will continue to allow drama mongers to control the discussion of things on the site"""" - wikipedia co-founder jimmy wales""",0
"""
i was given a pin code this morning. how many of you plan to go? — 2 """,0
"current events story
hi, i removed the story you posted on cuurent events for several reasons:
 the story didn't seem to belong on the date where you placed it. if the story was reported in a newspaper dated january 13th, it shouldn't be listed under the january 20th events.
 i know this may be an important story in belize, but (as far as i can tell) only one newspaper is carrying it and there are no hits on google news. it doesn't appear to be of global importance, which is usually what it takes to be included on current events.
 the summary was way too long. two or three sentences is usually the maximum for a summary. if it wasn't for the first two points, i would have attempted to edit the summary instead of deleting. for now, i'm going to remove the story, but if you can find more sources, please feel free to include a short summary and link on the correct date.  18:44, 20 jan 2005 (utc)",0
"source
i have been using chris davies: british & american hit singles 1946-97, bath press, isbn 0 7134 8275 3.  it does have some inaccuracies. i'll do some more & remove the tag when i get back from holiday",0
"i think he had his hands behind his back, he just slipped his arms underneath his legs. its not that hard as for the rest of your rant, the film does make sense, just not in the typical shootem up western where the bad guy dies the good guys win and get the girls. the film is just a little bit deeper then that.74.192.12.135",0
i know you from soulseek!!lololol,0
"i submit that they are not both well understood. i have never heard an australian refer to that top left quarter of the national flag as the union flag. it may appeal to flag specialists, but obviously not to the general public. who should we be aiming to please here? that's the question. mainstream aussies, whose flag it is, or flag aficionados?",0
redirect talk:john rogers (footballer),0
"""::sorry lo, didn't spot this what with being banned by a selection of anglo-american editors for annoying them. """"every other contributor whether british or irish, can grasp this fact and accepts it."""" 'they most certainly do not!!! can't you read?? they merely get fed up arguing or back-off at the threat of being censored (aka blocked)! what we need is more editors who will neither tire nor be intimidated. ( )""",0
""" in the us, i have the first ps2 model released - first day release. it is a very old ps2, bought for $200.00. it still works, although i haven't used it in years. i remember there being a dvd add on upgrade firmware update, but i don't see it in the article.  talk,  """,0
"but how does that count?  isn't there something on wikipedia that says the 3rr rules does not apply to cases of obvious vandalism?  i am pretty sure there is cuz when i googled that term lots of stuff came up with ppl saying that 3rr does not apply to valdalis.  that dude created a single purpose account that was only made to remove stuff from her article.  correct?  if someone goes on a page and fills it with profanities and the n-word and i keep reverting it, that isn;t covered by 3rr, right?  my thoughts anyways.",0
"""please do not add nonsense to wikipedia. it is considered vandalism. if you would like to experiment, use the sandbox. thank you.   talk | contribs """,0
ami killed sailor moon .,1
"""naked idol
why was naked idol's wikipedia page deleted? 
because someone claims no studio albums were released? filthy fairies was released on 31.10.2013 as a physical cd and as a digital download. still on sale - easy to check.
no chart listing? the singles """"boys of summer"""" and """"shattered"""" both appeared on itunes finland rock music chart. that can be checked from music-chart.info (itunes music chart history and analysis).
the page should be relisted.
 | my talk is naked idol's wikipedia still not relisted?   — preceding unsigned comment added by  (talk • contribs)  """,0
""" we've seen tons of edits reverted during the last couple of days by people who had no clue obviously, only to see them added later on (with proper refs) once the media started catching up with various ntsb reports and other news coverage. so yeah, wp could have been much more ahead than it is now - it's not all about speculation or verifiability. frankly, i am not too expressed, basically there are folks around here who never bother spending the time to check facts, instead they need things to be spoon-fed to them (and often not even that will suffice...) as you may have noticed (well, or not) we've had a bunch of discussions related to citing ntsb reports, there were even guys reverting officially released ntsb info - and that's just plain pointless. anyway, it's been a heck of an experience - and as you may have noticed, i didn't just register a week ago... so thanks for the """"introductory welcome"""".   """,0
fred crisman entry hi thsq. i think the article on fred crisman needs to stay. he is notable for reasons stated on the talk page there. tell me what you think.,0
""" i didn't say nothing about leaving. i don't see you """"verifying"""" anything. just more yapping!""",0
"...lol! smart, i say. smart!! p",0
i agree: it's redundant and unnecessary.,0
"""
okay so!!, what is it you expect me to do i have tried my best, i have apologised till i'm blue in the face, all i want is to be unblocked jesus i didn't think it'd be this flaming difficult!!!!!!!!!!!!!!!!!!! —123 """,0
someone sounds scared.,0
re: current revision... those notes contain more than just sales figures for the mustang compared to the maverick. they contain irrelevant data regarding current production mustangs. i would appreciate if you would stop re-listing such irrelevant data...,0
cheers i got the email and have changed the personal information.stephenpaternoster,0
so enterprising of you pm_shef. i wonder where you get this drive to fight your father's fights. i see you are following bearcat's request of not being involved in vaughan politics very closely. and how the admin user:bearcat is enforcing that npov rule. it must be wikiheaven. vaughanwatch,0
"do not delete please
i undid your deletion of a whole section of life story of padmasambhava according to jamgon kn
ongtrul. please let it remain. with regards to padmasambhava great caution is often advised.",0
". i mean it this time, mister",0
"""oh, and wiki's """"mediation"""" is a complete joke.""",1
"contrariwise as the person who redirected this page to lewis carroll, you may be interested to know i have nominated it for deletion. your comments are welcome at wp:redirects for discussion#contrariwise.",0
"request: new dallas mexican consulate offices
hi! consulate-general of mexico in dallas moved to 1210 river bend drive. would you want to photograph the new consulate, like you did the old one?and at some point would you be willing to photograph places in irving, texas? thanks",0
"she is married... http://www.starmagazine.com/news/12903 ... an easy cross-reference on her wiki page and cited reference will confirm it.  put it in if it is germane to this article, but yes, she is married.  65.67.158.126",0
"""it should not be moved to responsible recreational drug use, because the term, """"responsible drug use"""" is already well established terminology within the harm reduction community.  it is not our job as wikipedians to establish new terminology.  the established wikipedia convention for removing ambiguity is a parenthesized suffix, which is why i suggested responsible drug use (recreational) if any move is to be involved.    """,0
"simon-in-sagamihara|talk]]) 04:43, 12 february 2010",0
"""
yes. the borsalino hats were founded through """"lapin"""", aka rabbit, fur. they later expanded their top of the line hats to utilize beavers (i have no idea why yet), leaving rabbit as the """"standard"""" and felt or faux fur for the cheap hats. """,0
"thank you for that however it is not original research (see here http://www.publications.parliament.uk/pa/cm201213/cmselect/cmhaff/100/100.pdf
~ ~ ~ ~",0
"""it's in 802.3-2002 section 40.4.4. """"automatic mdi/mdi-x configuration"""". i don't have the latest standard, but would be surprised if this was removed.  """,0
"you keep saying that but i don't see you adding a reference. you are going to need to add a reliable source to back that up. i don't think he was anything other than a touring member since they already had a keyboard player and there's little point in having two. find a source and it can go in, but it doesn't go in the timeline or in the infobox, or the template. there have been dozens of touring members and session guys with fleetwood mac.",0
". in other words, it did not have to be taken out",0
"so sad hi biitch or dogi whatever you like,you know girls are always fool and you are top most of them,donot scare now i will always give you this type of crismus gifts",1
""" please do not vandalize pages, as you did with this edit to wentworth military academy and college. if you continue to do so, you will be blocked from editing.   t c @ how's my driving? """,0
"""
oh you changed the text, thats quic. the only thing you administrators can do when they run out of words ,"""" i would block you"""".you only block people as you cant understand their point of view and instead of giving a personal opinion they use the power. the most easiest way.""",0
it shouldn’t be necessary for you to have to defend your position?,0
i am also issuing you a citation for uncivil conduct. calling for a ban is a personal attack.,1
""" bracketbot - 68.44.141.88 user:a930913, user:dru_of_id, user:legoktm, user:bgwhite page: diff: comment/question: 68.44.141.88  the prime time players did not get a push cause one came out. i would like that deleted.""",0
"hey, its just mah talk page that's all silly!",1
"it's very much like the storyline of the impossible planet/satan pit episodes. a craft/planet is falling into something that would destroy it at the will of a mysterious creature. in ip/sp, it's a satan-like creature, in 42 it's a star. i get the feeling that chris chibnall just ripped off the previously mentioned two-part story, but just compressed it into a single episode. don't both stories take place in the 42nd century/millennium?",0
"forget it, man, i fixed it. some troll messed with your svg. image of circuit gilles villeneuve and put that older, outdated png. image back. i fixed it.",0
"""i did not understand this paragraph, your inarticulate verbosity got the better of me. why did you have to write such an overweight, pompous essay? it's not like you added anything to the arguments that andy and others already made. next time could you please just say """"i agree with andy""""?   """,0
that's more or less the existing guideline. — (talk • contribs),0
"mista-x i have never agreed that i ever said such things. i do not threaten people ever and thus those accusations are false.
i want to thank bainer for removing these false statements.
how would you know mista-x anyhow who are you????",0
"january 2010 
 please stop your disruptive editing. if you continue to vandalize wikipedia, as you did at golgi apparatus, you will be blocked from editing.    
if this is a shared ip address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.",0
"""
please do not disrupt wikipedia to make a point or a joke. your accusations of racism against griswaldo and maunus are offensive nonsense. they are good editors of wikipedia who deserve respect. if you insult them or others further, you will be blocked or banned. sharktopustalk """,0
"in zoology, the authority is placed between parentheses when the species is no longer placed in its original genus. ucucha",0
""" january 2009  please do not vandalize pages, as you did with this edit to kevin jonas. if you continue to do so, you will be blocked from editing.  – (talk) """,0
""" free youtube downloader does anyone agree that """"free youtube downloader"""" should be added to the list of download managers?checkout these websites:http://download.cnet.com/free-youtube-downloader/3000-2071_4-75219434.html?tag=contentbody;pophttp://youtubedownloader.com/regards,   """,0
u fat noob!!i'm samuel gary carter and i can't offend myself!!i didn't add either of those pages  soo something must have hacked into mya ccount  and done i tthere,1
""" please do not vandalize pages, as you did with this edit to chhina. if you continue to do so, you will be blocked from editing.  space ace """,0
you couldn't possibly be more wrong.  this  will show that you're clueless regarding the practice squad.,0
"another false equivalence; i'm sure karen knows me from around fac, where i'm a content contributor even with, and despite, my block log. i learned from my mistakes. he didn't. ''''''",0
i would like to personally thank you for helping me preserve porr nicktoons globs of doom's article ).,0
"unbiased?
anyone getting a feel that this is a biased article? with the enviormental impact about the same size of the entire article, somthing is wrong. remember, this is a enyclopedia.",0
"for new username requests.   }}
oh, and are you interested in editing anything else besides this?",0
what market share predictions are you talking about? quote the specific text.,0
"you watch me, soon your i.p address will be banned from the internet
dont bother to reply, i showed nothing but concern and inquired, i wanted information, i have been answered by a incompetent, evil and malevolent person",1
"""
orphaned fair use image (image:voyager2_wot.jpg)
thanks for uploading image:voyager2_wot.jpg. the image description page currently specifies that the image is non-free and may only be used on wikipedia under a claim of fair use. however, the image is currently orphaned, meaning that it is not used in any articles on wikipedia. if the image was previously in an article, please go to the article and see why it was removed. you may add it back if you think that that will be useful. however, please note that images for which a replacement could be created are not acceptable under fair use (see our fair use policy).if you have uploaded other unlicensed media, please check whether they're used in any articles or not. you can find a list of 'image' pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any wikipedia page when you are logged in), and then selecting """"image"""" from the dropdown box. note that any fair use images not used in any articles will be deleted after seven days, as described on criteria for speedy deletion. thank you. ≈talk """,0
semi-protected edit request on 25 february 2014 a ball is also usually referred as an inappropriate word.208.53.94.163,0
""" regarding """"any unix implementation of tmpfile is probably reentrant"""", that was just a hunch, as i admittedly don't know enough about unix to say that with confidence. and precisely for this reason i did not say that in the main article. if you see that conversation, i was justifying why i wrote in the article that """"gnu tmpfile is reentrant"""" which is obviously too system-specific. it was precisely because i don't know if other implementations are reentrant, and the only objective thing i can say is that gnu tmpfile is reentrant.
""",0
as long as u blocked me block me for good idiot!but its good to have the above page for future references against idiots!,1
""" please do not vandalize pages, as you did with this edit to timeline of evolution. if you continue to do so, you will be blocked from editing.    """,0
f yourself with your family,1
i guess that is all about your age. you are too old and cannot update the data you already have in your brain. how can one explain so huge desire to offend people? 94.244.129.207,1
i don't think that a list of practical suggestions culled from the material is a suitable subject for an encyclopedia.,0
i don't see the problem in having that quote. it's not like there are quotes about every fight he has ever fought.,0
"""i'm sorry you don't like my """"pov"""" edits harlan.  they've mostly been removing or correcting *your* pov edits.  but, in any case, it seems you are confirming, above, that you're ready to reverse my most recent edits - at which point the article would return to a brochure.  anyone reading the article now, and suggesting that it's not a brochure would be evaluating the wrong article - according to your suggestion above.  so, yeah, the tag should definitely stay.  if you've got some proposed edits that might let the article be unlocked, let's hear them...  """,0
"richard desmond, gerald ronson, rosemary, etc, etc lol.  we were both on at the same time.  i gotta admit, you gave me some laughs this morning.  good stuff.",0
revertingit's tiresome when one corrects bad grammer etc and reversion restores it. wikipedia's standards in this department are low enough already.,0
"""ok, but admit, that i just suggested what i suspect, not saying that it's 100% true. moreover, i am using the talk page of the article to discuss the problem without deleting no data from the article before discussion. i am trying to be a good editor, but the user """"drmies"""" avoided to answer my precisely given questions, while performing some more edits in the article. this is why i suggested he is interprets the sources his own way and only what he likes can stay in the article. i feel like i'm gagged by you both, while wikipedia should be for everyone. that's all.   """,0
""" rarevogel sockpuppet seeing how you blocked rarevogel, i thought i would notify you. i noticed the edits of camtalbot who has   removed persianate from the shaybanids article, match exactly the same   edit made by rarevogel. camtalbot's edit summary for two of the three times he has removed persianate has been disingenous, """"    mongolian origin"""" was removed. the shaybanids did not have much mongolian ancestry. according to many sources, such as bartold, they were mainly of turkic origin. mongolian part was edited to better inform readers"""", """"   removed irrelevant information in order to better inform readers"""". neither edit summary stating what was really done in the article. after a request to take it to the talk page camtalbot simply removed persianate again,   this time with no edit summary.how many edits are required to prove this is a duck or to file an spi? rarevogel has been known to use   sockpuppets in the past.   """,0
"""i removed the clinton picture.   maybe we could put a thumbnail of it in a """"trivia"""" section.   what the article really needs is a photo of obama and wright together, or write preaching from his pulpit.   unfortunately obama is trying to keep this story down and hasn't gfdld one of these.  71.112.130.211  """,0
? what's your deal guy?,0
"""
makah, quileute, chinook/chinookan
i don't have time right now to add bits on the makah, into the nuu-cha-nulth section as a subsubsection, the quileute (who have absorbed the surviving chemakuans from what is now clallam/twana turf); the chinooks are usually held to be the southern """"pole"""" of the northwest coast cultures; not sure why the tillamooks aren't.....but the chinook should probably be on here....  
ps i made a redirect northwest coast culture which directs here....guess i'll do the same for northwest coast cultures (plural).  """,0
""", 6 july 2007 (utc)cancel that; i didn't see until afterwards that there were two identical articles.  i have changed this page to simply redirect to will leathem.  talk 18:40""",0
""":it doesn't even seem that an amendment is subject to the p-5 vote, but that all of the """"permanent five"""" must agree to an amendment. yes, that seems to be an entrenched clause. what is strange is that many of the members do not adhere to the un universal declaration of human rights, but can still be members.  """,0
"i was thinking the same thing. the article the dark knight rises mentions the related shooting, so i believe something about the chad oulson shooting should be included here too. there's an interesting comparison between the former police officer of 20 years who was defending himself in florida and these brave soldiers who were defending america abroad. the former are held up as heroes, but when the latter follows their example he is made into a pariah.96.48.13.234",0
"""::yes, yes we know thate the serbs think thate they cann kill and then """"please"""" without """"sorry"""". cold you say to yourself """"please"""" stop with this ... propagander- hipi""",0
for an idiot such as yourself,1
yunnan front the secret army: chiang kai-shek and the drug warlords of the golden triangle by richard michael gibsonhttp://books.google.com/books?id=agbfqu_an6oc&pg;=pt58#v=onepage&q;&f;=falsemuslim maj. general ma chün-kuohttp://books.google.com/books?id=agbfqu_an6oc&pg;=pt68#v=onepage&q;&f;=falsemuslim mapang ma shou-yihttp://books.google.com/books?id=agbfqu_an6oc&pg;=pt69#v=onepage&q;&f;=falsehttp://books.google.com/books?id=agbfqu_an6oc&pg;=pt229#v=onepage&q;&f;=false,0
diabetic love cannot handle candy ;) 86.176.93.37,0
"""my birthday
thank you, particularly in regards to the poem from my local hero. i'll try to send over an indian one in return, there are so many brilliant poets out there. despite my love of my homeland, frost is second to rainer maria rilke in my opinion. afist '''''' """,0
"blockingi think i was blocked under a idea which is ludacris, just because i gave my opinion about somneones idea and contributed to a few articles doesn't meany you should call me a troll. people like sukh and ramas arrow could be called trolls sinces all they do is stay at the sikhism page.16 july 2006 (utc)",0
"north eastern region of jharkhand  wiki says north eastern region of jharkhand is angika region.  however, official language of theses districts of jharkhand is not angika but hindi, santali.  this is confusing.  so, it needs some clarification as to how come district of jharkhand where the official language is hindi, santali could be angika region.  only those districts would be in angika region where official language is angika. ````",0
"""are we getting a bit informal?
in the sentence here: """"in the first quarter of 2008 ian kerr left his position as ceo, to be replaced by bert pijls. egg is managed under the blanket of citi emea. which essentially means that bert controls all citi operations within europe, the middle east and asia when formulating strategy.""""  using 'bert' seems a little too informal, presuming it is his first name. any thoughts?""",0
"""40, 19 december 2010 (utc)and done. bigissue 21:""",0
are you feeling well tonight? i seriously became physically ill by reading your insane answer.,1
"interested in editing this article i am interested in editing this article  finding and validating references, etc. i will get to it, time permitting. in the meantime, if you have ideas or questions, please feel free to message me.",0
"""
the user hasn't made any edits in five days.   don't talk email me """,0
"""
(multiple actions)""""secondary sources"""" is probably the biggest joke. it's really pathetic. i agree that admins should come down hard on wiki-lawyering before off-hand insults. but i'm sensing corruption as a factor.   """,0
", 23 august 2006 (utc)it was , apparently. geez, what nerve.  03:36",0
"i would defer to katefan's judgement on this matter as i agree with user:67124 that it's more of a style rather than substance issue. although i think the underlying point is that the quote section has heretofore been used as kind of a dumping ground for ann's more outrageous quotes in what appears to be an attempt to confirm her detractors portrait of her as an out of control nut-case. so, if i had to come down on this tiny controversy, i'd say either remove all the quotes to wikiquote or simply add some quotes that seem more trenchant and insightful to counter the obvious attempt at caricature. there are some more important lingering pov issues with this article (although i still maintain it's vastly improved over what i stumbled upon less than a month ago. i'll address these concerns below. ps it shouldn't surprise anyone that i agree with user:67124. after all...we are the same person )",0
""" turkey - germany video breakdown 
why is this not mentioned? a thunderstorm interrupted coverage worldwide.  """,0
"i suspect we may not see eye to eye politically friend, but you should not try to censor me. i'm just being neighborly, i'm new to wikipedia.",0
his correction was constructive and yours was not. as far as watching out remind why you took scalhotrod to arbcom? you also appear to be canvasing a big no no. 208.54.35.173,0
you piece of mexican burrito!!!!! leave our page about bryan rollison alone!!!!!!!!,1
"""called a country """"the superpower of it's day"""" is very different from calling it a superpower in the modern sense. the u.s., soviet union, and the u.k. were the only nations to be called superpowers so that is all this article should talk about, that and """"potential superpowers"""". if you want to talk about the spanish empire why don't you add it to the great power page where it will be better suited? user:daniel_chiswick 16 april, 2007.""",0
"(meanwhile, i just noticed that an enterprising, scrupulous editor has supplied everything anyone could possible desire in terms of primary, secondary and - for all i know - tertiary sources. so the article's in good shape. well done, whoever you are - and i apologize in advance that at least one person on this page will accuse you of being my sock puppet. nothing to see here, qworty. move along now.)",0
"ani
 there is currently a discussion at wikipedia:administrators' noticeboard/incidents regarding an issue with which you may have been involved. thank you 213.37.84.214",0
"well, if you will, i will.  i can guarantee you that sock puppet user:life.temp has no such integrity, but there you go.  i've added an intentionally neutral comment jim johnson's removal from the obama's vetting committee today, making sure to note everything that obama has considered important, such as the fact that johnson was a volunteer, and left off the republican criticism.",0
"""
thanks atama. and malleus, anyrthing and everything that you post here will be reverted. leave me alone now.coldplay expért let's talk """,0
"fat ==
lauren lozano... enough said...",0
"i was at old trafford for pretty much every game in the late '60s early '70s, but i then i went off to that london. when i came back i was amazed at how the stadium had changed. you can even buy a pint of beer to go with your pie now.  fatuorum",0
"""
 find alternative images. remember that fair-use policy dictates that fu images be used to """"contribute significantly to an article"""", not as a decorative element. (ζ) """,0
"""opinion needed
i have come across you while editing """"proposed merge with g7"""" at g8 article. i need your opinion whether the following content is properly sourced. there is an editor disputing with here.  """,0
"""
the language says """"will announce"""" not """"will name."""" those are two very different things. also, i only revert what needs to be changed. in deference to your statement though, keep my edits for now and look at the bryan price talk page so we can carry on the discussion there.""",0
